title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history,country
VAUXHALL ASTRA,1370,115826,2010,1.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
SEAT IBIZA,2450,98000,2012,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Spain
VAUXHALL ASTRA,3480,101000,2016,1.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,full,United Kingdom
MITSUBISHI OUTLANDER,795,98000,2012,5.0,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,Unknown,Japan
VAUXHALL ASTRA,1995,107000,2012,2.8075571177504393,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
JEEP PATRIOT,1000,112654,2008,4.0,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL CORSA,3350,88000,2015,3.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
MITSUBISHI OUTLANDER,795,98000,2012,5.0,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,Unknown,Japan
VAUXHALL CORSA,10998,39993,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VOLVO V50,1985,172000,2009,2.8075571177504393,Diesel,Estate,2.4,Automatic,5.0,5.0,Euro 4,Unknown,Sweden
CITROEN DS4,3495,127000,2012,2.8075571177504393,Diesel,Hatchback,1.6,Automatic,5.0,5.0,Euro 5,Unknown,France
CITROEN BERLINGO,1495,92700,2004,2.8075571177504393,Diesel,MPV,2.0,Manual,5.0,5.0,Euro 3,Unknown,France
MITSUBISHI OUTLANDER,1489,145000,2007,2.8075571177504393,Diesel,SUV,2.0,Manual,5.0,7.0,Euro 4,Unknown,Japan
FORD ECOSPORT,3850,98000,2014,3.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5,Unknown,United States
FORD MONDEO,899,149154,2007,4.0,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 4,Unknown,United States
RENAULT CLIO,1295,123000,2009,3.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,France
HONDA JAZZ,1990,93000,2002,5.0,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 3,Unknown,Japan
VAUXHALL CORSA,2789,135000,2015,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
MITSUBISHI OUTLANDER,795,98000,2012,5.0,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,Unknown,Japan
SUZUKI SWIFT,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,Japan
MINI HATCH,11999,33156,2018,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United Kingdom
MG TF,1800,40000,2004,4.0,Petrol,Convertible,1.6,Manual,2.0,2.0,Euro 3,Unknown,United Kingdom
VOLKSWAGEN POLO,4310,67710,2013,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,Germany
FORD FIESTA,995,83653,2006,5.0,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 4,Unknown,United States
RENAULT CLIO,1295,102000,2009,2.8075571177504393,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 4,Unknown,France
RENAULT CLIO,2400,62203,2013,6.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,France
CITROEN XSARA PICASSO,995,110000,2007,3.0,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
NISSAN QASHQAI+2,2500,94932,2009,2.0,Diesel,SUV,2.0,Manual,5.0,7.0,Euro 4,Unknown,Japan
MG ZR,1395,92000,2005,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 3,Unknown,United Kingdom
PEUGEOT 207 SW,895,114312,2008,9.0,Petrol,Estate,1.4,Manual,5.0,5.0,Euro 4,Unknown,France
FIAT PUNTO EVO,2250,86997,2011,2.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Italy
FIAT PUNTO EVO,1989,75000,2010,4.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Italy
VAUXHALL CORSA,10998,39993,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
FORD FIESTA,9990,61981,2018,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
TOYOTA YARIS,1395,125000,2002,2.8075571177504393,Petrol,Hatchback,1.5,Manual,3.0,5.0,Euro 3,Unknown,Japan
FIAT MULTIPLA,1985,106000,2007,5.0,Diesel,MPV,1.9,Manual,5.0,6.0,Euro 4,Unknown,Italy
RENAULT CLIO,895,104000,2003,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 3,Unknown,France
HONDA JAZZ,994,127000,2007,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
KIA SOUL,1989,97000,2010,3.0,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 4,Unknown,South Korea
FORD KA,2595,59000,2013,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,Unknown,United States
VAUXHALL CORSA,1000,76874,2006,4.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
MITSUBISHI OUTLANDER,795,98000,2012,5.0,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,Unknown,Japan
FORD FIESTA,9990,61981,2018,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL INSIGNIA,2795,162000,2015,2.8075571177504393,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
MAZDA MAZDA6,1795,107819,2009,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,Japan
SEAT LEON,3000,126000,2014,7.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Spain
FORD FOCUS,1399,117000,2010,4.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
HONDA ACCORD,950,192567,2007,5.0,Diesel,Saloon,2.2,Manual,4.0,5.0,Euro 4,Unknown,Japan
FIAT GRANDE PUNTO,2250,128000,2008,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,Italy
BMW 1 SERIES,3995,137000,2012,3.0,Diesel,Coupe,2.0,Manual,2.0,4.0,Euro 5,Unknown,Germany
VOLKSWAGEN LUPO,1750,86336,2000,3.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,Germany
PEUGEOT 407,2150,99000,2006,2.8075571177504393,Diesel,Coupe,2.7,Automatic,2.0,4.0,Euro 4,Unknown,France
FORD FOCUS,1499,77000,2007,4.0,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL CORSA,2789,135000,2015,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL CORSA,10998,39993,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VOLKSWAGEN PASSAT,1290,160000,2002,5.0,Diesel,Estate,1.9,Manual,5.0,5.0,Euro 3,Unknown,Germany
SEAT IBIZA,2489,110000,2012,2.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Spain
VAUXHALL ASTRA,990,74520,2007,2.8075571177504393,Diesel,Hatchback,1.7,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
FORD MONDEO,1895,118000,2010,4.0,Diesel,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United States
AUDI Q7,1994,145000,2006,2.8075571177504393,Diesel,SUV,3.0,Automatic,5.0,7.0,Euro 4,Unknown,Germany
MAZDA MAZDA2,2000,114000,2011,5.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5,Unknown,Japan
VAUXHALL ASTRA,1950,169000,2012,2.8075571177504393,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
PEUGEOT 206 CC,1100,48276,2003,5.0,Petrol,Convertible,1.6,Manual,2.0,4.0,Euro 3,Unknown,France
FORD FOCUS,2000,86000,2010,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
PEUGEOT 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
VAUXHALL ZAFIRA TOURER,13399,42847,2017,2.8075571177504393,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 6,Unknown,United Kingdom
VAUXHALL ASTRA,4999,60139,2015,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL INSIGNIA,2495,121723,2012,2.8075571177504393,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
TOYOTA YARIS,1495,90285,2007,3.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,Japan
HONDA JAZZ,1295,87637,2005,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Japan
RENAULT MEGANE,2495,106500,2015,3.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,Unknown,France
CITROEN C1,1795,79000,2008,3.0,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 4,Unknown,France
VAUXHALL ASTRA,1299,96000,2006,5.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
RENAULT CLIO,2490,93000,2010,2.8075571177504393,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 4,Unknown,France
LAND ROVER DISCOVERY SPORT,15700,70000,2017,1.0,Diesel,SUV,2.0,Automatic,5.0,7.0,Euro 6,Unknown,United Kingdom
FIAT 500,2500,107000,2011,2.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,Unknown,Italy
FORD ECOSPORT,3850,98000,2014,3.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5,Unknown,United States
VAUXHALL ASTRA,4999,60139,2015,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VOLKSWAGEN JETTA,6698,61637,2013,2.8075571177504393,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5,Unknown,Germany
FORD FIESTA,2695,92000,2010,2.8075571177504393,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5,Unknown,United States
MERCEDES-BENZ C CLASS,1495,72200,2001,2.8075571177504393,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 3,Unknown,Germany
FORD FOCUS,3495,79567,2013,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,Unknown,United States
KIA PICANTO,2450,78582,2011,3.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,Unknown,South Korea
MINI HATCH,2495,70930,2010,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,United Kingdom
VAUXHALL ASTRA,3250,118000,2017,1.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,full,United Kingdom
RENAULT CLIO,3489,97000,2011,2.8075571177504393,Petrol,Hatchback,1.6,Automatic,3.0,5.0,Euro 5,Unknown,France
VAUXHALL ASTRA,1795,109400,2010,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
FIAT GRANDE PUNTO,1995,83404,2008,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Italy
MINI HATCH,999,95942,2009,7.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,United Kingdom
TOYOTA VERSO,1575,118000,2010,3.0,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 5,Unknown,Japan
VAUXHALL INSIGNIA,1999,120000,2010,3.0,Diesel,Estate,2.0,Automatic,5.0,5.0,Euro 5,Unknown,United Kingdom
AUDI A3,1250,190000,2009,3.0,Diesel,Hatchback,1.9,Manual,5.0,5.0,Euro 4,Unknown,Germany
SKODA FABIA,999,85010,2001,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 2,full,Czech Republic
VAUXHALL TIGRA,999,77000,2005,3.0,Petrol,Convertible,1.4,Manual,2.0,2.0,Euro 4,full,United Kingdom
FORD FOCUS,1190,94519,2006,1.0,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United States
SEAT IBIZA,1995,137580,2010,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Spain
VAUXHALL INSIGNIA,1500,136000,2011,4.0,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
VOLKSWAGEN GOLF PLUS,1995,86000,2010,5.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,full,Germany
VAUXHALL ASTRA,1000,90081,2002,4.0,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,Unknown,United Kingdom
RENAULT CLIO,993,104000,2008,2.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,France
MINI HATCH,11999,33156,2018,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United Kingdom
VAUXHALL CORSA,999,97632,2005,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
RENAULT CLIO,3995,95000,2013,4.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,France
FORD C-MAX,1350,111000,2008,5.0,Diesel,MPV,1.8,Manual,5.0,5.0,Euro 4,Unknown,United States
CHRYSLER PT CRUISER,1475,104000,2005,2.8075571177504393,Petrol,Hatchback,2.0,Automatic,5.0,5.0,Euro 3,Unknown,United States
RENAULT CLIO,1499,115640,2010,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 4,Unknown,France
PEUGEOT 207 CC,2000,48000,2011,4.0,Petrol,Convertible,1.6,Manual,2.0,4.0,Euro 5,Unknown,France
VOLKSWAGEN PASSAT,2990,129000,2010,5.0,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
VAUXHALL CORSA,790,87464,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
CITROEN C3,1495,124530,2010,2.8075571177504393,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,France
MITSUBISHI OUTLANDER,1489,145000,2007,2.8075571177504393,Diesel,SUV,2.0,Manual,5.0,7.0,Euro 4,Unknown,Japan
SUZUKI SWIFT,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,Japan
FIAT DOBLO,1495,85000,2004,2.8075571177504393,Diesel,Estate,1.3,Manual,5.0,5.0,Euro 4,Unknown,Italy
HONDA CIVIC,1795,69000,2004,3.0,Diesel,Hatchback,1.7,Manual,3.0,5.0,Euro 4,Unknown,Japan
HONDA ACCORD,1195,153636,2000,2.8075571177504393,Petrol,Coupe,3.0,Automatic,2.0,4.0,Euro 3,Unknown,Japan
MAZDA MAZDA6,1650,112000,2010,2.8075571177504393,Diesel,Hatchback,2.2,Manual,5.0,5.0,Euro 5,Unknown,Japan
VAUXHALL CORSA,1995,109091,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
FORD FOCUS C-MAX,700,91617,2007,2.8075571177504393,Petrol,MPV,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
CITROEN C1,993,135000,2006,4.0,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4,Unknown,France
CITROEN C1,3494,107000,2005,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4,Unknown,France
HONDA CR-Z,2795,112000,2010,2.8075571177504393,Petrol Hybrid,Coupe,1.5,Manual,3.0,4.0,Euro 5,Unknown,Japan
VAUXHALL CORSA,10998,39993,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL ASTRA,4999,60139,2015,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
RENAULT CLIO,3500,85434,2014,4.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,Unknown,France
FORD STREETKA,1000,78715,2003,2.8075571177504393,Petrol,Convertible,1.6,Manual,2.0,2.0,Euro 4,Unknown,United States
RENAULT CLIO,500,115083,2007,7.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,France
VOLVO V50,2299,153092,2009,2.0,Diesel,Estate,2.4,Automatic,5.0,5.0,Euro 4,Unknown,Sweden
PEUGEOT 207,1450,94700,2009,1.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
ROVER 45,2495,24000,2004,2.8075571177504393,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 3,Unknown,United Kingdom
NISSAN QASHQAI,3989,76000,2012,4.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5,Unknown,Japan
ALFA ROMEO 159,2489,68000,2008,2.0,Diesel,Saloon,2.4,Automatic,4.0,5.0,Euro 4,Unknown,Italy
SUZUKI SWIFT,1450,109000,2006,2.8075571177504393,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,Japan
FIAT PUNTO,1995,75061,2004,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 3,Unknown,Italy
VOLKSWAGEN JETTA,6698,61637,2013,2.8075571177504393,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5,Unknown,Germany
SUZUKI SWIFT,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,Japan
NISSAN MICRA,1490,79000,2006,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Japan
LEXUS GS 450H,2500,160000,2006,2.8075571177504393,Petrol Hybrid,Saloon,3.5,Automatic,4.0,5.0,Euro 5,Unknown,Japan
HONDA JAZZ,975,136000,2006,6.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
FORD MONDEO,1250,128000,2009,2.8075571177504393,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL ASTRA,2850,87000,2010,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
RENAULT GRAND SCENIC,2500,65500,2010,3.0,Diesel,MPV,1.5,Manual,5.0,7.0,Euro 5,Unknown,France
BMW 3 SERIES,2995,138000,2009,2.8075571177504393,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
ALFA ROMEO MITO,2495,81710,2010,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,Italy
MAZDA MAZDA2,2480,90000,2010,3.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,full,Japan
CITROEN C4,2190,121255,2012,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
MITSUBISHI OUTLANDER,1489,145000,2007,2.8075571177504393,Diesel,SUV,2.0,Manual,5.0,7.0,Euro 4,Unknown,Japan
SUZUKI SWIFT,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,Japan
PEUGEOT 307,1495,75000,2005,2.8075571177504393,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 3,Unknown,France
NISSAN QASHQAI,1695,115000,2009,1.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 4,Unknown,Japan
PEUGEOT 206,999,128000,2004,2.8075571177504393,Petrol,Hatchback,1.1,Manual,5.0,5.0,Euro 3,Unknown,France
JAGUAR XF,3494,146000,2015,2.8075571177504393,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,United Kingdom
HONDA CIVIC,1880,71360,2004,2.0,Petrol,Hatchback,1.6,Automatic,3.0,5.0,Euro 3,Unknown,Japan
FORD FIESTA,2799,65000,2009,3.0,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 4,Unknown,United States
RENAULT CLIO,1990,60160,2009,1.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,France
BMW X1,6995,65000,2012,2.8075571177504393,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5,Unknown,Germany
VAUXHALL CORSA,2789,135000,2015,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
VOLKSWAGEN JETTA,6698,61637,2013,2.8075571177504393,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5,Unknown,Germany
VAUXHALL ASTRA,4999,60139,2015,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL CORSA,2989,70020,2014,2.8075571177504393,Diesel,Hatchback,1.3,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
PEUGEOT 207 SW,1450,115000,2009,9.0,Petrol,Estate,1.4,Manual,5.0,5.0,Euro 4,Unknown,France
FORD FIESTA,2390,83985,2009,2.8075571177504393,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United States
MINI HATCH,3490,129000,2011,6.0,Diesel,Hatchback,2.0,Automatic,3.0,4.0,Euro 5,Unknown,United Kingdom
VOLKSWAGEN GOLF,2500,98785,2009,3.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 206 CC,994,89000,2004,2.8075571177504393,Petrol,Convertible,1.6,Manual,2.0,4.0,Euro 3,Unknown,France
CITROEN C5,2495,66203,2009,2.8075571177504393,Diesel,Saloon,2.7,Automatic,4.0,5.0,Euro 4,Unknown,France
MINI HATCH,1495,124000,2004,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 3,Unknown,United Kingdom
HONDA CIVIC,1190,138000,2006,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,Japan
FORD ECOSPORT,3850,98000,2014,3.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5,Unknown,United States
FORD FIESTA,9990,61981,2018,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
FORD FOCUS,6000,64000,2014,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,full,United States
FORD FOCUS,1495,84000,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
HYUNDAI AMICA,1100,54000,2007,3.0,Petrol,Hatchback,1.1,Manual,5.0,4.0,Euro 4,Unknown,South Korea
SEAT IBIZA,3095,89839,2011,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,full,Spain
MITSUBISHI OUTLANDER,1995,132000,2007,3.0,Diesel,SUV,2.0,Manual,5.0,7.0,Euro 4,Unknown,Japan
FIAT 500,2500,64000,2013,7.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,Unknown,Italy
VAUXHALL ASTRA,4190,76000,2013,2.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
PEUGEOT 206 CC,1789,62000,2002,2.8075571177504393,Petrol,Convertible,1.6,Automatic,2.0,4.0,Euro 3,Unknown,France
BMW 1 SERIES,3495,98800,2013,4.0,Diesel,Hatchback,2.0,Manual,3.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
MINI HATCH,11999,33156,2018,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United Kingdom
FORD FIESTA,9990,61981,2018,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
SEAT IBIZA,2999,56000,2008,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Spain
LAND ROVER RANGE ROVER EVOQUE,6495,160214,2014,3.0,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FIAT PUNTO,2000,110000,2012,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Italy
LEXUS IS 250,2795,72000,2007,2.0,Petrol,Saloon,2.5,Manual,4.0,5.0,Euro 4,Unknown,Japan
ALFA ROMEO BRERA,1990,109000,2007,2.8075571177504393,Diesel,Coupe,2.4,Manual,3.0,4.0,Euro 4,Unknown,Italy
FORD FIESTA,1500,93000,2008,3.0,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 4,full,United States
FIAT 500,1995,103000,2008,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,Italy
MINI HATCH,2195,87000,2007,8.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,United Kingdom
FORD KA,995,50879,2007,3.0,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 4,Unknown,United States
JEEP PATRIOT,1000,112654,2008,4.0,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 4,Unknown,United States
FORD FIESTA,9990,61981,2018,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
SEAT IBIZA,2695,80210,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Spain
FORD FOCUS,1095,143500,2011,4.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
VAUXHALL CORSA,2000,110000,2013,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
MINI HATCH,1325,143598,2004,2.8075571177504393,Diesel,Hatchback,1.4,Manual,3.0,4.0,Euro 3,full,United Kingdom
TOYOTA YARIS,2485,76185,2001,2.8075571177504393,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 3,Unknown,Japan
PEUGEOT 3008,1390,107000,2010,6.0,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
CITROEN C4,2250,107000,2011,3.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
VAUXHALL ZAFIRA,1675,119000,2013,3.0,Petrol,MPV,1.6,Manual,5.0,7.0,Euro 5,Unknown,United Kingdom
MITSUBISHI SHOGUN SPORT,2495,123000,2005,7.0,Diesel,SUV,2.5,Manual,5.0,5.0,Euro 3,Unknown,Japan
BMW 3 SERIES,3350,124184,2010,2.8075571177504393,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
